监测时间,水温,pH,高锰酸盐指数,氨氮,总磷,总氮,溶解氧
2023-01-24 20:00:00,1.66,8.47455,3.355,1.3415,0.081,9.881,12.74315
2023-01-25 00:00:00,1.505,8.4525,2.97,1.33,0.079,10.059,12.15665
2023-01-25 04:00:00,1.595,8.45055,2.87,1.423,0.0795,10.4365,11.96615
2023-01-25 08:00:00,1.53,8.4419,3.065,1.5235,0.0775,10.6215,11.87555
2023-01-25 12:00:00,1.94,8.47665,2.725,1.485,0.077,10.1545,12.99555
2023-01-25 16:00:00,2.025,8.49585,2.695,1.3035,0.073,9.597,13.66125
2023-01-25 20:00:00,1.79,8.48105,2.81,1.1635,0.0715,9.6505,12.56675
2023-01-26 00:00:00,1.71,8.4693,2.59,1.212,0.072,10.135,12.01995
2023-01-26 04:00:00,1.935,8.4613,2.368,1.54,0.05285,9.05165,11.96705
2023-01-26 08:00:00,1.93,8.43285,3.25,1.8355,0.087,10.6755,11.85835
2023-01-26 12:00:00,2.065,8.45485,2.795,1.8915,0.092,10.5515,12.7164
2023-01-26 16:00:00,2.415,8.509,2.9,1.7285,0.088,10.408,14.4124
2023-01-26 20:00:00,1.935,8.47925,2.745,1.608,0.0805,10.6215,13.0112
2023-01-27 00:00:00,1.78,8.4647,2.92,1.6125,0.079,10.5215,12.2046
2023-01-27 04:00:00,1.835,8.45885,2.485,1.4995,0.0725,10.3215,12.10495
2023-01-27 08:00:00,1.77,8.4217,2.815,1.533,0.0705,10.7715,12.00675
2023-01-27 12:00:00,2.31,8.4795,3.495,1.6905,0.0765,10.185,12.99195
2023-01-27 16:00:00,2.44,8.4636,3.455,1.603,0.078,10.1585,13.73925
2023-01-27 20:00:00,1.86,8.4765,2.94,1.5535,0.0745,10.168,12.7038
2023-01-28 00:00:00,1.78,8.4786,2.945,1.575,0.074,10.1075,12.16875
2023-01-28 04:00:00,1.84,8.46465,2.545,1.751,0.0755,10.678,12.01305
2023-01-28 08:00:00,1.8,8.45535,3.025,1.744,0.0745,10.782,11.94355
2023-01-28 12:00:00,2.3,8.50455,2.835,1.642,0.0765,10.3595,13.0918
2023-01-28 16:00:00,2.7,8.4831,3.02,1.4715,0.073,9.8855,13.50995
2023-01-28 20:00:00,2.17,8.4862,2.815,1.2685,0.068,9.7995,12.63205
2023-01-29 00:00:00,1.935,8.4991,2.615,1.1715,0.064,9.6775,12.14365
2023-01-29 04:00:00,2.07,8.51305,2.445,0.9905,0.063,9.6245,12.09395
2023-01-29 08:00:00,1.935,8.46435,2.87,1.0755,0.067,9.9435,11.9616
2023-01-29 12:00:00,2.48,8.4888,2.645,1.106,0.078,9.3325,13.06305
2023-01-29 16:00:00,2.725,8.4738,3.415,1.1205,0.0875,8.7255,12.29895
2023-01-29 20:00:00,2.275,8.48805,2.72,1.0155,0.078,9.29,12.28645
2023-01-30 00:00:00,2.115,8.4848,2.62,1.0115,0.0765,9.3,11.88825
2023-01-30 04:00:00,2.29,8.50145,2.36,1.251,0.0715,9.766,11.8677
2023-01-30 08:00:00,2.22,8.453,2.795,1.6125,0.0725,10.4275,11.69735
2023-01-30 12:00:00,2.845,8.50205,2.45,1.9255,0.0795,9.932,12.81825
2023-01-30 16:00:00,3.325,8.454,3.4,1.816,0.086,9.364,12.4204
2023-01-30 20:00:00,2.58,8.4707,7.985,2.127,0.0755,10.559,12.11115
2023-01-31 00:00:00,2.505,8.47575,7.985,2.127,0.0755,10.559,11.6705
2023-01-31 04:00:00,2.615,8.49575,2.605,2.2285,0.0795,10.541,11.71045
2023-01-31 08:00:00,2.39,8.4185,3.145,2.286,0.087,10.9685,11.2578
2023-01-31 12:00:00,3.175,8.4644,2.9,2.134,0.085,10.4835,12.62245
2023-01-31 16:00:00,3.4,8.4695,11.725,1.77,0.075,9.592,13.0921
2023-01-31 20:00:00,2.475,8.4852,2.815,1.715,0.073,9.719,12.189
2023-02-01 00:00:00,2.765,8.49035,2.815,1.715,0.073,9.719,11.6054
2023-02-01 04:00:00,2.855,8.48155,2.645,1.5035,0.075,9.3425,11.56235
2023-02-01 08:00:00,2.68,8.4304,2.41,1.5615,0.0775,9.621,11.43615
2023-02-01 12:00:00,3.075,8.49175,2.28,1.481,0.0775,9.2605,12.75085
2023-02-01 16:00:00,3.3,8.54035,2.285,1.579,0.077,9.4655,13.42215
2023-02-01 20:00:00,3.145,8.5112,2.385,1.6565,0.0765,9.2605,11.96945
2023-02-02 00:00:00,3.205,8.51115,2.385,1.6565,0.0765,9.2605,11.51175
2023-02-02 04:00:00,3.13,8.4808,2.0255,1.56,0.0715,9.1905,11.54305
2023-02-02 08:00:00,2.95,8.44615,2.62,1.5615,0.08,9.2415,11.44665
2023-02-02 12:00:00,3.075,8.2545,2.655,1.4005,0.076,8.842,12.4042
2023-02-02 16:00:00,3.37,8.32355,2.37,1.252,0.0745,8.507,13.07455
2023-02-02 20:00:00,3.015,8.30615,2.505,1.2305,0.073,8.436,11.95355
2023-02-03 00:00:00,2.825,8.29195,2.505,1.2305,0.073,8.436,11.6778
2023-02-03 04:00:00,2.71,8.2506,2.45,1.1225,0.0665,8.429,11.4925
2023-02-03 08:00:00,2.69,8.1808,2.85,1.119,0.0675,9.2765,11.1939
2023-02-03 12:00:00,3.2,8.28915,2.705,1.121,0.078,8.1885,12.46805
2023-02-05 04:00:00,2.645,8.27765,2.565,1.108,0.079,8.4135,11.71325
2023-02-05 08:00:00,2.53,8.20685,2.91,1.15,0.073,8.891,11.2471
2023-02-05 12:00:00,2.96,8.28485,2.635,1.14,0.074,8.0045,12.2379
2023-02-05 16:00:00,3.145,8.32045,2.645,1.0775,0.0755,8.105,12.82565
2023-02-05 20:00:00,2.67,8.3165,2.64,1.0235,0.0755,7.7685,11.85445
2023-02-06 00:00:00,2.81,8.32435,2.64,1.0235,0.0755,7.7685,11.7616
2023-02-06 04:00:00,2.825,8.2883,2.36,1.023,0.069,8.079,11.69665
2023-02-06 08:00:00,2.59,8.2566,2.495,0.998,0.0705,8.201,11.6761
2023-02-06 12:00:00,3.005,8.30835,2.395,0.969,0.0775,7.6915,12.27245
2023-02-06 16:00:00,3.615,8.3419,2.33,0.9275,0.072,7.7975,12.86055
2023-02-06 20:00:00,2.84,8.32425,2.315,0.854,0.0715,7.7575,11.8098
2023-02-07 00:00:00,2.795,8.33245,2.315,0.854,0.0715,7.7575,11.73665
2023-02-07 04:00:00,2.92,8.3007,2.24,0.8485,0.0705,7.6025,11.6343
2023-02-07 08:00:00,2.825,8.27355,2.185,0.8395,0.071,8.023,11.6209
2023-02-07 12:00:00,3.275,8.3254,2.335,0.8935,0.081,7.872,12.17875
2023-02-07 16:00:00,3.69,8.3379,2.38,0.8755,0.0805,7.8725,12.583
2023-02-07 20:00:00,3.155,8.3338,2.38,0.8585,0.0805,7.8725,11.79915
2023-02-08 00:00:00,3.23,8.3403,2.43,0.826,0.079,7.659,11.63215
2023-02-08 04:00:00,3.19,8.32055,2.5,0.786,0.0755,7.542,11.77435
2023-02-08 08:00:00,3.095,8.30805,2.855,0.784,0.074,7.6695,11.7733
2023-02-08 12:00:00,3.53,8.3296,2.605,0.8675,0.081,7.8475,12.1521
2023-02-08 16:00:00,3.32,8.3249,3.175,0.8745,0.0805,7.702,12.07
2023-02-08 20:00:00,3.205,8.30395,2.835,0.831,0.0795,7.617,11.60965
2023-02-09 00:00:00,3.315,8.30695,2.385,0.7565,0.0795,7.2885,11.54795
2023-02-09 04:00:00,3.365,8.29085,2.385,0.82,0.0745,7.368,11.64035
2023-02-09 08:00:00,3.3,8.2844,2.74,0.9125,0.079,7.583,11.6032
2023-02-09 12:00:00,3.415,8.2933,2.515,0.897,0.0785,7.7295,11.73205
2023-02-09 16:00:00,3.595,8.3159,2.58,0.831,0.0755,7.525,11.81155
2023-02-09 20:00:00,3.33,8.3067,2.585,0.7755,0.074,7.391,11.4242
2023-02-10 00:00:00,3.33,8.3008,2.37,0.8005,0.0735,7.297,11.38125
2023-02-10 04:00:00,3.265,8.28325,2.46,0.886,0.074,7.345,11.4894
2023-02-10 08:00:00,3.165,8.2744,2.79,0.9315,0.076,7.3555,11.6155
2023-02-10 12:00:00,3.68,8.3045,3.065,1.1205,0.087,7.5115,11.98755
2023-02-10 16:00:00,4.09,8.3356,3.21,1.333,0.0905,7.7245,11.8812
2023-02-10 20:00:00,3.685,8.30905,2.94,1.263,0.0905,7.3765,11.47145
2023-02-11 00:00:00,3.56,8.29985,2.67,1.062,0.082,7.1775,11.23205
2023-02-11 04:00:00,3.695,8.3027,2.73,0.9715,0.0785,7.181,11.32565
2023-02-11 08:00:00,3.525,8.2965,2.585,0.9465,0.0785,7.215,11.45905
2023-02-11 12:00:00,4.085,8.322,2.79,1.009,0.079,7.296,12.37845
2023-02-11 16:00:00,4.615,8.3036,2.885,1.0615,0.0765,7.148,12.07575
2023-02-11 20:00:00,4.08,8.3102,2.86,1.037,0.075,6.975,11.78745
2023-02-12 00:00:00,3.915,8.30055,2.83,1.0215,0.074,6.849,11.29555
2023-02-12 04:00:00,3.93,8.2957,2.625,1.029,0.0745,6.8625,11.01165
2023-02-12 08:00:00,3.9,8.29255,2.73,1.0125,0.078,7.0725,11.1333
2023-02-12 12:00:00,4.065,8.28105,2.8,1.1605,0.0855,7.764,11.51155
2023-02-12 16:00:00,3.99,8.27215,3.01,1.2175,0.086,7.411,11.664
2023-02-12 20:00:00,3.97,8.257,2.95,1.146,0.083,7.275,11.28385
2023-02-13 00:00:00,3.875,8.24885,2.825,1.074,0.0805,7.3645,11.05995
2023-02-13 04:00:00,3.835,8.2552,2.65,1.033,0.078,7.1775,11.12275
2023-02-13 08:00:00,3.83,8.2584,2.71,0.9835,0.0795,7.3365,11.2509
2023-02-13 12:00:00,4.045,8.2622,2.945,1.0735,0.082,7.298,11.64595
2023-02-13 16:00:00,4.415,8.29125,2.945,1.105,0.0835,9.744,11.72235
2023-02-13 20:00:00,4.125,8.3039,4.115,1.0695,0.152,8.776,11.46115
2023-02-14 00:00:00,4.06,8.3007,4.115,1.0695,0.152,8.776,11.3313
2023-02-14 04:00:00,3.925,8.3042,2.755,1.0405,0.089,7.407,11.4719
2023-02-14 08:00:00,3.765,8.3019,3.085,0.9935,0.085,7.6255,11.62005
2023-02-14 12:00:00,4.45,8.3101,2.69,1.1505,0.0895,7.817,12.1091
2023-02-14 16:00:00,5.505,8.30665,4.615,1.2325,0.1865,9.542,11.59365
2023-02-14 20:00:00,4.75,8.3176,3.125,1.1775,0.1095,7.6365,11.06785
2023-02-15 00:00:00,4.465,8.3341,3.125,1.1775,0.1095,7.6365,11.09615
2023-02-15 04:00:00,4.25,8.3385,2.925,0.9765,0.0875,7.262,11.4076
2023-02-15 08:00:00,3.755,8.29485,3.17,1.1985,0.1,7.8575,11.4962
2023-02-15 12:00:00,4.58,8.235,3.25,1.176,0.0985,7.5965,11.86445
2023-02-15 16:00:00,5.66,8.28715,3.3,1.1,0.1355,7.912,11.94685
2023-02-15 20:00:00,4.95,8.31965,3.08,1.016,0.098,7.5875,11.48495
2023-02-16 00:00:00,4.555,8.3278,3.08,1.016,0.098,7.5875,11.3534
2023-02-16 04:00:00,4.575,8.32355,2.765,0.9385,0.0835,7.2135,11.39715
2023-02-16 08:00:00,4.225,8.28985,2.89,0.9785,0.0815,7.2825,11.44975
2023-02-16 12:00:00,4.715,8.2983,3.095,0.987,0.0905,7.3275,12.001
2023-02-16 16:00:00,5.845,8.324,3.23,0.9295,0.101,7.4235,12.09005
2023-02-16 20:00:00,5.135,8.33415,2.895,0.955,0.087,7.423,11.3654
2023-02-17 00:00:00,4.735,8.32915,2.895,0.955,0.087,7.423,11.0843
2023-02-17 04:00:00,4.55,8.3229,2.83,1.0195,0.0825,7.1315,11.32405
2023-02-17 08:00:00,3.995,8.31185,2.875,0.9315,0.088,7.326,11.47305
2023-02-17 12:00:00,4.815,8.32455,3.145,0.919,0.1145,7.1535,12
2023-02-17 16:00:00,5.49,8.3337,2.83,0.927,0.102,7.3445,11.8484
2023-02-17 20:00:00,5.02,8.33465,2.765,0.88,0.092,7.1945,11.3071
2023-02-18 00:00:00,5.03,8.3176,2.765,0.88,0.092,7.1945,10.9395
2023-02-18 04:00:00,5.045,8.2997,2.595,0.8265,0.0785,6.846,11.1055
2023-02-18 08:00:00,4.84,8.28135,2.875,0.8275,0.0775,7.007,11.2585
2023-02-18 12:00:00,5.825,8.3291,2.725,0.7805,0.079,6.905,12.0076
2023-02-18 16:00:00,6.875,8.3703,2.835,0.748,0.0775,6.8235,12.23345
2023-02-18 20:00:00,5.67,8.40785,2.605,0.687,0.079,6.7225,11.61415
2023-02-19 00:00:00,4.88,8.3648,2.605,0.687,0.079,6.7225,11.2744
2023-02-19 04:00:00,4.455,8.31785,2.84,0.838,0.0815,6.7575,11.11905
2023-02-19 08:00:00,3.74,8.27305,3.035,0.876,0.077,7.132,11.31085
2023-02-19 12:00:00,5.505,8.2866,3.095,0.9495,0.0735,7.0205,11.972
2023-02-19 16:00:00,7.015,8.36555,3.33,0.932,0.069,7.011,12.4783
2023-02-19 20:00:00,6.115,8.31895,3.445,1.1225,0.0675,7.357,11.36545
2023-02-20 00:00:00,4.865,8.34025,3.4,0.982,0.0745,7.1595,10.80775
2023-02-20 04:00:00,4.855,8.3442,3.335,0.871,0.072,6.6945,11.23845
2023-02-20 08:00:00,4.13,8.35805,3.295,0.83,0.0795,6.74,11.5868
2023-02-20 12:00:00,5.24,8.36075,3.445,0.774,0.095,6.3855,12.2378
2023-02-20 16:00:00,6.525,8.36625,3.425,0.752,0.086,6.575,12.316
2023-02-20 20:00:00,5.6,8.37645,3.315,0.7905,0.089,6.4235,11.44855
2023-02-21 00:00:00,5.52,8.3628,3.25,0.8875,0.0915,6.6505,11.1246
2023-02-21 04:00:00,5.67,8.34075,3.225,1.0705,0.0715,6.9225,11.19465
2023-02-21 08:00:00,5.755,8.3389,3.13,0.934,0.0685,6.5235,11.2827
2023-02-21 12:00:00,5.885,8.34235,3.12,0.9945,0.071,6.5155,11.8117
2023-02-21 16:00:00,6.12,8.3282,2.98,0.9325,0.0655,6.7195,11.6447
2023-02-21 20:00:00,5.7,8.34155,2.905,0.8575,0.0705,6.687,11.20195
2023-02-22 00:00:00,5.77,8.33625,2.905,0.8575,0.0705,6.687,11.08115
2023-02-22 04:00:00,5.935,8.305,2.92,1.211,0.0675,6.45275,10.9579
2023-02-22 08:00:00,5.74,8.31165,2.855,1.0585,0.0725,6.526,10.99245
2023-02-22 12:00:00,6.48,8.33635,2.72,1.024,0.0765,6.516,11.9999
2023-02-22 16:00:00,8.68,8.12,4.18,1.626,0.095,8.164,11.484
2023-02-22 20:00:00,7.695,8.3995,3.16,0.9815,0.08915,7.04825,11.16985
2023-02-23 00:00:00,6.545,8.38195,3.16,0.9815,0.08885,6.98975,10.71485
2023-02-23 04:00:00,6.4,8.34765,2.97,0.9205,0.0715,7.737,10.7596
2023-02-23 08:00:00,5.855,8.3074,3.25,1.088,0.074,7.82,10.90355
2023-02-23 12:00:00,7.43,8.33425,3.085,1.1065,0.0825,7.669,12.3594
2023-02-23 16:00:00,7.875,8.3939,3.065,1.102,0.076,8.0595,12.1703
2023-02-23 20:00:00,7.05,8.39595,2.98,1.193,0.083,7.9045,11.2401
2023-02-24 00:00:00,6.7,8.38135,2.98,1.193,0.083,7.9045,10.8622
2023-02-24 04:00:00,6.475,8.32395,2.99,1.031,0.0765,7.647,10.952
2023-02-24 08:00:00,6.095,8.32915,3.115,0.9395,0.0745,7.543,11.10515
2023-02-24 12:00:00,7.675,8.37595,2.99,1.128,0.072,7.8025,12.32385
2023-02-24 16:00:00,8.98,8.4203,3.03,1.1255,0.0705,7.8235,12.4403
2023-02-24 20:00:00,7.705,8.4099,2.93,0.9925,0.0735,7.768,11.3365
2023-02-25 00:00:00,6.92,8.36065,2.93,0.9925,0.0735,7.768,10.9427
2023-02-25 04:00:00,6.4,8.3292,2.98,0.9515,0.07,7.431,10.9515
2023-02-25 08:00:00,6.12,8.3133,2.985,0.9895,0.073,7.4065,11.19795
2023-02-25 12:00:00,7.72,8.40305,2.925,1.0125,0.0715,7.2995,12.528
2023-02-25 16:00:00,8.8,8.468,2.96,1.015,0.0715,7.245,12.68605
2023-02-25 20:00:00,7.62,8.41835,3.205,1.1045,0.0765,7.555,11.4395
2023-02-26 00:00:00,6.9,8.358,3.205,1.1045,0.0765,7.555,10.9532
2023-02-26 04:00:00,6.96,8.31075,3.14,1.045,0.078,7.5915,10.89715
2023-02-26 08:00:00,7.02,8.29945,3.02,1.0255,0.0725,7.604,11.0699
2023-02-26 12:00:00,8.125,8.4148,3.2,0.9675,0.0825,7.291,12.435
2023-02-26 16:00:00,9.34,8.497,3.225,0.8715,0.079,7.1895,12.76385
2023-02-26 20:00:00,8.34,8.43985,3.06,0.8355,0.079,7.163,11.41245
2023-02-27 00:00:00,7.675,8.38295,3.06,0.8355,0.079,7.163,10.8529
2023-02-27 04:00:00,7.48,8.31725,3.24,0.8455,0.0715,7.119,10.7698
2023-02-27 08:00:00,7.115,8.32395,3,0.807,0.072,7.198,10.9431
2023-02-27 12:00:00,9.65,8.282,4.17,1.295,0.085,7.929,12.254
2023-02-27 16:00:00,10.03,8.4743,3.25,0.781,0.0645,7.215,12.62905
2023-02-27 20:00:00,9.1,8.4627,3.205,0.8045,0.071,7.2075,11.3807
2023-02-28 00:00:00,8.63,8.38855,3.205,0.8045,0.071,7.2075,10.6857
2023-02-28 04:00:00,8.665,8.3314,3.235,0.7715,0.064,7.029,10.56715
2023-02-28 08:00:00,8.25,8.31945,3.13,0.7055,0.067,7.0595,10.811
2023-02-28 12:00:00,9.615,8.44595,3.375,0.66,0.0615,7.069,12.42665
2023-02-28 16:00:00,10.465,8.53385,3.395,0.6405,0.061,7.127,13.38605
2023-02-28 20:00:00,9.28,8.4964,3.205,0.696,0.0685,7.2505,11.40985
2023-03-01 00:00:00,8.69,8.4108,3.205,0.696,0.0685,7.2505,10.75235
2023-03-01 04:00:00,8.475,8.3708,3.41,0.7645,0.0595,7.2825,10.69445
2023-03-01 08:00:00,8,8.3616,3.275,0.6975,0.0655,7.171,10.89195
2023-03-01 12:00:00,9.825,8.53255,3.4,0.599,0.0645,6.9435,13.0374
2023-03-01 16:00:00,10.41,8.7902,2.24,0.114,0.065,6.066,13.7578
2023-03-01 20:00:00,9.885,8.53275,3.27,0.5215,0.066,6.987,11.54895
2023-03-02 00:00:00,8.38,8.41115,3.27,0.5215,0.066,6.987,10.43015
2023-03-02 04:00:00,7.915,8.36045,3.29,0.403,0.061,6.396,10.32985
2023-03-02 08:00:00,7.35,8.3596,3.235,0.378,0.062,6.518,10.80375
2023-03-02 12:00:00,9.285,8.46925,3.235,0.3735,0.0645,2.844,12.6229
2023-03-02 16:00:00,10.63,8.57015,3.305,0.4115,0.065,6.702,13.24795
2023-03-02 20:00:00,9.335,8.53145,3.525,0.441,0.0655,6.6705,11.5289
2023-03-03 00:00:00,8.575,8.48245,3.525,0.441,0.0655,6.6705,10.88025
2023-03-03 04:00:00,8.46,8.43795,3.4,0.4825,0.06,6.7695,10.70685
2023-03-03 08:00:00,8,8.39555,3.25,0.465,0.06,6.8585,10.82665
2023-03-03 12:00:00,9.745,8.5495,3.6,0.446,0.0605,6.618,13.02235
2023-03-03 16:00:00,11.185,8.66015,3.88,0.396,0.061,6.6805,14.1694
2023-03-03 20:00:00,9.675,8.5785,3.775,0.3705,0.062,6.8695,11.5488
2023-03-04 00:00:00,8.575,8.48935,3.835,0.3885,0.0625,6.5655,10.5802
2023-03-04 04:00:00,7.775,8.45525,3.785,0.395,0.0615,6.503,10.5127
2023-03-04 08:00:00,7.57,8.40685,3.655,0.394,0.0625,6.645,10.755
2023-03-04 12:00:00,9.945,8.562,4.15,0.296,0.064,6.4235,13.6239
2023-03-04 16:00:00,11.715,8.69055,4.33,0.2295,0.061,6.4245,15.46205
2023-03-04 20:00:00,10.095,8.59555,4.305,0.271,0.0555,6.8435,12.9432
2023-03-05 00:00:00,8.665,8.50205,4.09,0.25,0.0565,6.499,10.95135
2023-03-05 04:00:00,8.27,8.37975,3.95,0.2295,0.055,6.8655,10.71265
2023-03-05 08:00:00,7.87,8.3555,4.1,0.1885,0.0585,6.446,10.72675
2023-03-05 12:00:00,10.3,8.5378,4.61,0.1325,0.059,6.4935,13.89245
2023-03-05 16:00:00,12.415,8.67005,5.155,0.1385,0.0565,6.3895,17.1688
2023-03-05 20:00:00,10.725,8.5998,4.885,0.1625,0.061,6.776,12.5117
2023-03-06 00:00:00,9.565,8.4916,4.4,0.2545,0.0585,6.8395,10.9071
2023-03-06 04:00:00,9.135,8.39915,3.945,0.2785,0.0575,6.512,10.4484
2023-03-06 08:00:00,8.495,8.33925,4.015,0.26,0.0595,6.621,10.61525
2023-03-06 12:00:00,10.94,8.5659,4.015,0.2275,0.055,6.745,14.2398
2023-03-09 08:00:00,8.02,8.4623,2.33,0.054,0.04,5.406,9.9758
2023-03-09 12:00:00,10.79,8.7414,2.15,0.055,0.038,5.02,14.4921
2023-03-09 16:00:00,13.54,8.9106,2.38,0.035,0.038,5.149,17.1869
2023-03-09 20:00:00,11.57,8.7952,2.19,0.03,0.035,5.125,10.3298
2023-03-10 00:00:00,10.28,8.6387,2.21,0.029,0.036,5.024,9.3252
2023-03-10 04:00:00,9.92,8.5538,2.21,0.035,0.04,4.925,9.3124
2023-03-10 08:00:00,9.07,8.4638,2.19,0.037,0.04,5.363,9.7941
2023-03-10 12:00:00,11.23,8.7551,2.17,0.031,0.036,4.928,14.1694
2023-03-10 16:00:00,13.56,8.9235,2.13,0.025,0.036,4.726,15.8068
2023-03-10 20:00:00,12.06,8.8104,2.25,0.025,0.035,4.97,10.2964
2023-03-11 00:00:00,10.95,8.6646,2.18,0.025,0.033,4.894,9.2414
2023-03-11 04:00:00,10.82,8.5449,2.54,0.025,0.039,5.219,9.364
2023-03-11 08:00:00,10.43,8.4379,2.39,0.034,0.039,4.981,9.6478
2023-03-11 12:00:00,10.22,8.6446,2.39,0.032,0.04,4.904,12.5423
2023-03-11 16:00:00,10.13,8.8071,2.26,0.027,0.035,4.774,13.4651
2023-03-11 20:00:00,9.52,8.7814,2.18,0.027,0.034,5.254,11.0937
2023-03-12 00:00:00,8.15,8.6371,2.18,0.027,0.034,5.254,10.0962
2023-03-12 08:00:00,6.08,8.5333,2.25,0.127,0.033,5.46,10.551
2023-03-12 12:00:00,8.69,8.7961,2.22,0.056,0.035,4.627,14.6315
2023-03-12 16:00:00,10.93,8.8663,2.55,0.174,0.023,5.512,15.8728
2023-03-12 20:00:00,9.05,8.7379,2.6,0.152,0.017,5.606,10.9877
2023-03-13 04:00:00,5.99,8.6185,2.1,0.062,0.035,4.782,9.9054
2023-03-13 08:00:00,5.04,8.5243,2.29,0.18,0.023,5.29,10.0799
2023-03-13 12:00:00,8.55,8.7449,2.28,0.119,0.031,5.029,13.9611
2023-03-13 16:00:00,12.69,8.59215,4.63,0.247,0.059,5.628,13.1327
2023-03-13 20:00:00,11.545,8.5239,5.18,0.1565,0.051,5.808,10.97525
2023-03-14 00:00:00,10.25,8.393,5.135,0.1035,0.0545,5.951,10.5363
2023-03-14 04:00:00,9.475,8.3574,4.865,0.0755,0.068,5.9445,10.7632
2023-03-14 08:00:00,8.865,8.35495,4.675,0.081,0.068,6.1055,10.619
2023-03-14 12:00:00,11.58,8.64715,5.25,0.0385,0.068,5.9195,14.84265
2023-03-14 16:00:00,13.71,8.7346,5.99,0.0415,0.066,5.967,17.52875
2023-03-14 20:00:00,12.5,8.5493,5.405,0.0445,0.062,5.8795,14.42885
2023-03-15 00:00:00,11.53,8.38485,5.13,0.0545,0.06,5.921,12.7094
2023-03-15 04:00:00,10.55,8.33735,5.135,0.1445,0.054,6.1885,11.2718
2023-03-15 08:00:00,10.165,8.31585,4.37,0.2325,0.057,6.182,10.3158
2023-03-15 12:00:00,11.14,8.4738,4.385,0.342,0.0575,5.952,12.9798
2023-03-15 16:00:00,12.63,8.6236,4.41,0.438,0.0565,6.31,14.80965
2023-03-15 20:00:00,11.75,8.54895,4.495,0.59,0.0545,6.5115,12.24855
2023-03-16 00:00:00,11.11,8.4175,4.445,0.7555,0.0555,6.704,11.06965
2023-03-16 04:00:00,10.82,8.34705,4.325,0.8795,0.0625,7.009,10.0646
2023-03-16 08:00:00,10.215,8.295,4.205,0.782,0.067,6.7265,9.97715
2023-03-16 12:00:00,10.035,8.3632,4.365,0.6215,0.07,6.5245,11.07275
2023-03-16 16:00:00,10.08,8.4818,4.365,0.655,0.069,6.557,11.9458
2023-03-16 20:00:00,9.71,8.42125,4.1,0.306,0.0665,5.967,10.7348
2023-03-17 00:00:00,9.34,8.3338,3.925,0.257,0.0685,5.883,10.15295
2023-03-17 04:00:00,8.83,8.29075,4.01,0.353,0.0705,5.9835,9.9358
2023-03-17 08:00:00,8.605,8.30345,4.335,0.346,0.071,6.1305,10.25605
2023-03-17 12:00:00,9.95,8.4549,4.68,0.3035,0.071,6.0495,12.42765
2023-03-17 16:00:00,11.925,8.5642,4.02,0.2755,0.0665,5.9625,14.0717
2023-03-17 20:00:00,10.915,8.52175,4.74,0.174,0.0635,5.819,11.4161
2023-03-18 00:00:00,9.96,8.38205,4.74,0.174,0.0635,5.819,10.2204
2023-03-18 04:00:00,9.52,8.3395,3.435,0.3105,0.064,6.0765,10.01585
2023-03-18 08:00:00,9.19,8.30825,3.735,0.4755,0.071,6.2645,10.107
2023-03-18 12:00:00,11.52,8.47715,5.25,0.403,0.0705,6.0385,13.2576
2023-03-18 16:00:00,12.42,8.5838,5.69,0.274,0.07,6.2005,12.65025
2023-03-18 20:00:00,11.42,8.51475,4.83,0.237,0.0665,6.055,10.8188
2023-03-19 00:00:00,10.47,8.38285,4.83,0.237,0.0665,6.055,10.2113
2023-03-19 04:00:00,10,8.352,5.24,0.2735,0.071,6.044,10.1768
2023-03-19 08:00:00,9.685,8.3634,3.98,0.1745,0.07,5.883,10.21665
2023-03-19 12:00:00,12.4,8.54875,4.395,0.0625,0.07,5.492,13.54645
2023-03-19 16:00:00,14.16,8.634,4.675,0.033,0.0715,5.711,14.13605
2023-03-19 20:00:00,12.61,8.52035,4.11,0.207,0.068,5.8795,10.7372
2023-03-20 00:00:00,11.675,8.35,4.11,0.207,0.068,5.8795,9.33535
2023-03-20 04:00:00,11.35,8.29815,3.71,0.3515,0.0645,5.8705,9.1375
2023-03-20 08:00:00,11.43,8.31015,3.62,0.3115,0.0665,5.927,9.64445
2023-03-20 12:00:00,12.685,8.4634,4.87,0.2535,0.07,5.674,12.24645
2023-03-20 16:00:00,14.08,8.5879,5.11,0.1845,0.067,5.9685,14.07075
2023-03-20 20:00:00,12.94,8.521,4.225,0.1555,0.064,5.724,10.76905
2023-03-21 00:00:00,12.01,8.40425,4.225,0.1555,0.064,5.724,9.8163
2023-03-21 04:00:00,11.27,8.35255,3.785,0.11,0.063,5.9505,9.51855
2023-03-21 08:00:00,10.9,8.34185,3.675,0.106,0.066,6.113,9.84075
2023-03-21 12:00:00,13.59,8.5494,3.92,0.0905,0.065,5.778,13.7474
2023-03-21 16:00:00,15.545,8.67145,4.355,0.062,0.0645,5.884,14.7303
2023-03-21 20:00:00,14.27,8.54605,4.46,0.041,0.063,5.9825,11.66295
2023-03-22 00:00:00,13.545,8.36035,4.46,0.041,0.063,5.9825,10.4715
2023-03-22 04:00:00,12.925,8.3283,4.07,0.091,0.0615,6.002,10.11035
2023-03-22 08:00:00,12.39,8.3178,4.29,0.1325,0.065,5.988,10.2867
2023-03-22 12:00:00,13.675,8.57185,4.555,0.0865,0.0635,5.6975,14.0372
2023-03-22 16:00:00,14.585,8.70875,4.765,0.0395,0.0605,5.746,15.14685
